time_sec,value
34.805928,113.367183
34.932957,113.367183
35.059986,112.683057
35.187015,112.683057
35.314044,112.683057
35.441073,112.683057
35.568102,112.683057
35.695131,112.683057
35.822159,112.683057
35.949188,112.683057
37.600565,111.485836
37.727594,111.485836
37.854622,111.485836
37.981651,111.485836
38.108680,111.485836
38.235709,111.485836
38.362738,113.923036
38.489767,113.923036
38.616796,113.923036
38.743825,113.923036
38.870854,113.923036
38.997883,113.923036
39.124912,113.923036
39.251941,113.923036
41.157375,115.676109
41.284404,115.676109
41.411433,115.847141
41.538462,115.847141
41.665490,115.847141
41.792519,115.847141
41.919548,115.847141
42.046577,115.847141
42.173606,116.531267
42.300635,116.531267
42.427664,116.531267
42.554693,116.531267
42.681722,116.531267
42.808751,116.531267
42.935780,116.531267
43.062809,116.531267
43.189838,116.445751
43.316867,116.445751
43.443896,115.932656
43.570924,115.932656
43.697953,115.847141
43.824982,115.847141
43.952011,115.847141
44.079040,115.847141
44.206069,115.847141
44.333098,115.847141
47.381793,116.873330
47.508821,116.873330
47.635850,116.873330
47.762879,116.873330
47.889908,116.873330
48.016937,116.873330
48.143966,116.873330
48.270995,116.274719
48.398024,116.231962
52.589979,116.445751
52.717008,116.445751
52.844037,116.445751
52.971066,116.445751
53.098095,116.445751
53.225124,116.445751
53.352152,116.445751
53.479181,116.402993
55.003529,122.303581
55.130558,122.303581
55.257586,122.303581
55.384615,122.303581
55.511644,122.303581
55.638673,122.303581
55.765702,122.303581
59.830628,116.274719
59.957657,116.274719
60.084686,116.274719
60.211715,116.274719
60.338744,116.274719
60.465773,116.274719
60.592802,116.274719
60.719831,116.274719
60.846860,116.274719
60.973888,116.274719
61.100917,116.274719
61.227946,117.215393
61.354975,117.215393
61.482004,117.814003
61.609033,117.814003
61.736062,117.814003
61.863091,117.814003
61.990120,117.814003
62.117149,117.814003
62.244178,117.814003
62.371207,117.814003
62.498236,117.814003
62.625265,117.814003
62.752294,117.814003
62.879323,117.814003
63.006351,117.814003
63.133380,117.814003
63.895554,121.063602
64.022583,121.063602
64.149612,121.063602
64.276641,121.063602
64.403670,121.063602
64.530699,121.063602
64.657728,121.063602
64.784757,121.020844
64.911785,118.797435
65.928017,122.560128
66.055046,122.560128
66.182075,122.560128
66.309104,122.560128
66.436133,123.586317
66.563162,123.586317
66.690191,123.586317
66.817219,123.586317
66.944248,123.586317
67.071277,123.586317
67.198306,123.586317
67.325335,123.586317
67.706422,128.375200
67.833451,128.375200
67.960480,128.375200
68.087509,128.375200
68.214538,128.375200
68.341567,128.375200
68.468596,128.375200
68.595625,128.375200
90.571630,122.303581
90.698659,122.303581
90.825688,122.389097
90.952717,122.389097
91.079746,125.638696
91.206775,125.638696
91.333804,125.638696
91.460833,125.638696
91.587862,129.059327
91.714891,129.059327
91.841920,129.059327
91.968948,129.059327
92.095977,129.059327
92.223006,129.059327
92.350035,129.059327
92.477064,129.059327
93.366267,123.885623
93.493296,123.885623
93.620325,123.885623
93.747354,123.885623
93.874382,123.885623
94.001411,123.885623
94.128440,123.885623
94.255469,123.885623
94.382498,122.560128
94.509527,122.560128
94.636556,122.560128
94.763585,122.560128
94.890614,121.020844
95.017643,121.020844
95.144672,123.030465
95.271701,123.073223
95.398730,123.073223
95.525759,123.073223
95.652788,123.073223
95.779817,123.073223
95.906845,123.073223
96.033874,123.073223
96.669019,122.902191
96.796048,122.902191
96.923077,122.902191
97.050106,122.902191
97.177135,122.902191
97.304164,122.902191
97.431193,122.902191
97.558222,122.902191
97.685251,120.464992
97.812279,118.840192
97.939308,118.840192
98.066337,116.402993
98.193366,116.402993
98.320395,116.402993
98.447424,116.402993
98.574453,116.231962
98.701482,116.231962
98.828511,116.231962
98.955540,116.231962
99.082569,118.840192
99.209598,118.840192
99.336627,118.840192
99.463656,122.218065
99.590685,122.218065
99.717713,122.218065
99.844742,122.218065
99.971771,122.218065
100.098800,122.218065
100.225829,122.218065
100.733945,123.415286
100.860974,123.415286
100.988003,123.415286
101.115032,123.415286
101.242061,123.415286
101.369090,123.415286
101.496119,123.415286
101.623147,123.415286
101.750176,123.415286
101.877205,123.415286
102.004234,123.415286
102.131263,123.415286
102.258292,123.415286
102.385321,123.415286
102.512350,123.415286
102.639379,123.415286
102.766408,123.415286
102.893437,123.415286
103.020466,123.415286
103.147495,123.415286
103.274524,123.158739
103.401553,123.158739
104.036697,121.619455
104.163726,121.619455
104.290755,121.619455
104.417784,121.619455
104.544813,121.619455
104.671842,121.619455
104.798871,121.619455
104.925900,121.619455
105.052929,120.764297
105.179958,120.593266
105.306987,120.550508
106.196189,118.840192
106.323218,118.840192
106.450247,118.840192
106.577276,118.840192
106.704305,118.840192
106.831334,118.840192
106.958363,118.840192
107.085392,118.840192
107.212421,118.113308
107.339450,118.113308
107.466478,118.113308
107.593507,121.149118
107.720536,121.191876
107.847565,121.320150
107.974594,121.320150
108.101623,121.320150
108.228652,121.320150
108.355681,121.405665
108.482710,121.405665
108.609739,122.260823
108.736768,122.260823
108.863797,122.303581
108.990826,122.303581
109.117855,122.303581
109.244884,122.303581
109.371912,122.303581
109.498941,122.303581
109.625970,122.303581
109.752999,122.260823
109.880028,122.132549
110.007057,122.089792
110.134086,122.089792
110.261115,122.089792
110.388144,122.089792
110.515173,122.089792
110.642202,122.089792
110.769231,122.089792
110.896260,122.089792
111.023289,122.089792
111.150318,122.089792
111.277347,122.089792
111.404375,121.063602
111.531404,120.807055
111.658433,120.807055
115.723359,118.840192
115.850388,118.840192
115.977417,118.840192
116.104446,118.840192
116.231475,118.840192
116.358504,118.840192
116.485533,118.840192
116.612562,118.840192
116.739591,118.840192
116.866620,118.840192
116.993649,118.840192
117.120677,118.669161
117.247706,118.711919
117.374735,118.754677
117.501764,118.754677
117.628793,118.754677
117.755822,118.754677
117.882851,118.754677
118.009880,118.754677
118.136909,118.754677
118.263938,118.754677
118.772054,120.807055
118.899083,120.807055
119.026112,121.576697
119.153140,121.576697
119.280169,121.662213
119.407198,121.662213
119.534227,123.885623
119.661256,123.885623
119.788285,123.885623
119.915314,123.885623
120.042343,123.885623
120.169372,123.885623
120.296401,123.885623
120.423430,123.885623
121.058574,125.595938
121.185603,125.595938
121.312632,125.595938
121.439661,125.595938
121.566690,125.595938
121.693719,125.595938
121.820748,125.595938
121.947777,125.595938
122.074806,123.885623
122.201835,123.885623
122.328864,123.885623
122.455893,123.885623
122.582922,123.885623
122.709951,123.885623
122.836980,123.885623
122.964008,123.885623
123.091037,123.885623
123.218066,123.885623
123.345095,123.885623
123.472124,123.885623
124.107269,122.389097
124.234298,122.389097
124.361327,122.389097
124.488356,122.389097
124.615385,122.389097
124.742414,122.389097
124.869442,122.389097
124.996471,122.346339
125.123500,123.885623
125.250529,123.885623
125.377558,123.885623
125.504587,123.885623
125.631616,123.885623
125.758645,123.885623
125.885674,123.885623
126.012703,123.885623
126.139732,123.885623
126.266761,123.885623
126.393790,123.885623
126.520819,123.885623
126.647848,121.704971
127.410021,122.175307
127.537050,122.175307
127.664079,122.773918
127.791108,122.773918
127.918137,122.773918
128.045166,122.773918
128.172195,122.773918
128.299224,122.773918
128.426253,122.773918
128.553282,122.773918
129.696542,123.885623
129.823571,123.885623
129.950600,123.885623
130.077629,123.885623
130.204658,123.885623
130.331687,123.885623
130.458716,123.885623
130.585745,123.885623
130.712773,123.543560
130.839802,123.543560
130.966831,123.543560
131.093860,123.543560
131.220889,122.346339
131.347918,122.346339
131.474947,122.859433
131.601976,122.859433
131.729005,122.859433
131.856034,122.859433
131.983063,122.859433
132.110092,122.859433
132.237121,122.859433
132.364150,122.859433
132.491179,122.859433
132.999294,122.431855
133.126323,122.431855
133.253352,122.431855
133.380381,122.431855
133.507410,122.431855
133.634439,122.431855
133.761468,122.431855
133.888497,122.431855
134.015526,122.004276
134.142555,120.721539
135.158786,117.471940
135.285815,117.471940
135.412844,117.471940
135.539873,117.471940
135.666902,117.471940
135.793931,117.471940
135.920960,117.471940
136.047989,117.471940
136.175018,113.880278
136.302047,113.880278
136.429076,113.880278
136.556104,113.880278
136.683133,113.880278
136.810162,113.880278
136.937191,116.274719
137.064220,116.274719
137.191249,116.274719
137.318278,116.274719
137.445307,116.274719
137.572336,116.274719
137.699365,116.274719
137.826394,116.274719
137.953423,116.274719
138.080452,116.274719
138.207481,116.445751
138.334510,116.445751
138.461538,116.445751
138.588567,116.445751
138.715596,117.985035
138.842625,117.985035
138.969654,118.070551
139.096683,118.070551
139.223712,118.070551
139.350741,118.070551
139.477770,118.070551
139.604799,118.070551
139.731828,118.070551
139.858857,118.070551
139.985886,118.070551
140.112915,118.070551
140.239944,117.985035
140.366972,117.985035
140.494001,118.754677
140.621030,118.754677
140.748059,118.754677
140.875088,118.754677
141.002117,118.754677
141.129146,118.754677
141.256175,118.754677
141.383204,118.754677
142.272406,118.840192
142.399435,118.840192
142.526464,118.840192
142.653493,118.840192
142.780522,118.840192
142.907551,118.840192
143.034580,118.840192
143.161609,118.840192
143.288638,118.070551
143.415667,118.070551
143.542696,120.550508
143.669725,120.550508
143.796754,120.550508
143.923783,120.550508
144.050812,120.550508
144.177841,120.550508
144.304869,120.550508
144.431898,120.550508
144.558927,120.550508
144.685956,120.550508
144.812985,120.550508
144.940014,120.550508
145.067043,118.840192
145.194072,118.840192
145.321101,118.840192
145.448130,118.840192
145.575159,118.840192
145.702188,118.840192
145.829217,118.840192
145.956246,118.840192
146.083275,116.958846
146.210303,116.958846
146.337332,116.958846
146.464361,116.916088
147.099506,113.923036
147.226535,113.923036
147.353564,113.923036
147.480593,113.923036
147.607622,113.923036
147.734651,113.923036
147.861680,113.923036
147.988709,113.923036
148.115737,113.709246
148.242766,113.709246
148.369795,113.709246
148.496824,113.709246
148.623853,117.471940
148.750882,117.471940
148.877911,117.471940
149.004940,117.471940
149.131969,117.471940
149.258998,117.471940
149.386027,117.471940
149.513056,117.471940
149.640085,117.471940
149.767114,117.429182
150.021171,115.547835
150.402258,116.274719
150.529287,116.274719
150.656316,116.958846
150.910374,117.557456
151.037403,117.557456
151.164432,117.557456
151.291461,117.557456
151.418490,117.642972
151.545519,117.642972
151.672548,117.728487
151.799577,117.728487
151.926606,117.728487
152.053634,117.728487
152.180663,117.728487
152.307692,117.728487
152.434721,117.728487
152.561750,117.728487
152.688779,113.709246
152.815808,113.709246
152.942837,113.709246
153.069866,113.709246
153.196895,113.709246
153.323924,113.709246
153.450953,113.709246
153.577982,113.709246
154.213126,118.840192
154.340155,118.840192
154.467184,118.840192
154.594213,118.840192
154.721242,118.840192
154.848271,118.840192
154.975300,118.840192
155.102329,118.840192
155.229358,118.840192
155.356387,118.840192
155.483416,118.711919
155.610445,118.711919
155.737474,118.711919
155.864502,118.711919
155.991531,118.711919
156.118560,118.711919
156.245589,118.198824
156.372618,118.198824
156.499647,118.027793
156.626676,118.027793
156.753705,118.027793
156.880734,118.027793
157.007763,118.027793
157.134792,118.027793
157.261821,121.876002
157.388850,121.918760
157.515879,122.047034
157.642908,122.047034
157.769936,122.047034
157.896965,122.047034
158.023994,122.047034
158.151023,122.047034
158.278052,122.047034
158.405081,122.731160
158.532110,122.731160
158.659139,123.757349
158.786168,123.757349
158.913197,123.757349
159.040226,123.757349
159.167255,123.885623
159.294284,123.885623
159.421313,123.885623
159.548342,123.885623
159.675371,123.885623
159.802399,123.885623
159.929428,126.664885
160.056457,126.664885
160.183486,126.664885
160.310515,126.664885
160.437544,126.664885
160.564573,126.664885
160.691602,126.664885
160.818631,126.664885
160.945660,126.622127
161.072689,126.579369
161.199718,126.365580
161.326747,126.322822
161.453776,126.322822
161.580805,126.322822
161.707833,126.280064
161.834862,126.237306
161.961891,126.493854
162.088920,126.493854
162.215949,126.664885
162.342978,126.664885
162.470007,126.664885
162.597036,126.664885
162.724065,126.664885
162.851094,126.664885
162.978123,126.664885
163.105152,126.664885
163.232181,126.622127
163.359210,126.579369
163.486239,126.579369
163.613267,126.579369
163.740296,126.664885
163.867325,126.664885
163.994354,126.921432
164.121383,126.921432
164.248412,126.921432
164.375441,126.921432
164.502470,126.921432
164.629499,126.921432
164.756528,126.921432
164.883557,126.921432
165.010586,126.793159
165.137615,126.750401
165.264644,126.707643
165.391673,126.664885
165.518701,126.664885
165.645730,126.664885
165.772759,123.885623
165.899788,123.885623
166.026817,123.885623
166.153846,123.885623
166.280875,123.458044
166.407904,122.560128
166.534933,122.560128
166.661962,122.560128
166.788991,122.816676
166.916020,122.816676
167.043049,122.816676
167.170078,122.816676
167.297107,122.816676
167.424135,122.816676
167.551164,122.816676
174.791814,121.961518
174.918843,123.885623
175.045872,123.885623
175.172900,123.885623
175.299929,123.885623
175.426958,123.885623
175.553987,123.885623
175.681016,123.885623
175.808045,123.500802
175.935074,123.500802
176.062103,121.020844
176.189132,121.020844
176.316161,121.020844
176.443190,121.020844
176.570219,121.020844
176.697248,121.020844
176.824277,121.020844
176.951306,121.020844
177.078335,120.678781
177.205363,120.678781
177.332392,118.840192
177.459421,118.840192
177.586450,118.840192
177.713479,118.840192
177.840508,118.840192
177.967537,118.840192
178.094566,118.840192
178.221595,118.840192
178.348624,118.840192
178.475653,118.840192
178.602682,118.840192
178.729711,118.840192
178.856740,118.198824
178.983769,118.198824
179.110797,118.198824
179.237826,118.198824
179.364855,118.198824
179.491884,118.198824
179.618913,118.198824
179.745942,118.198824
179.872971,118.113308
180.000000,118.113308
180.127029,117.343666
180.254058,117.343666
180.381087,118.113308
180.508116,118.113308
180.635145,118.113308
180.762174,118.113308
180.889203,118.840192
181.016231,118.840192
181.143260,118.840192
181.270289,118.840192
181.397318,118.840192
181.524347,118.840192
181.651376,118.840192
181.778405,118.840192
181.905434,118.840192
182.032463,118.840192
182.159492,118.840192
182.286521,118.840192
182.413550,118.198824
182.540579,118.198824
182.667608,117.258151
182.794637,117.258151
182.921665,118.840192
183.048694,118.840192
183.175723,118.840192
183.302752,118.840192
183.429781,118.840192
183.556810,118.840192
183.683839,120.593266
183.810868,120.593266
183.937897,120.593266
184.064926,120.593266
184.191955,120.593266
184.318984,120.593266
184.446013,123.329770
184.573042,123.329770
184.700071,123.329770
184.827100,123.329770
184.954128,123.329770
185.081157,123.329770
185.208186,123.329770
185.335215,123.287012
185.462244,123.244254
185.589273,125.681454
185.716302,125.724212
185.843331,125.809727
185.970360,125.809727
186.097389,125.809727
186.224418,125.809727
186.351447,125.809727
186.478476,125.809727
186.605505,125.809727
186.732534,125.809727
186.859562,125.809727
186.986591,125.809727
187.113620,125.809727
187.240649,125.809727
187.367678,125.638696
187.494707,125.638696
187.621736,123.885623
187.748765,122.816676
187.875794,122.816676
188.002823,122.816676
188.129852,122.816676
188.256881,122.816676
188.383910,122.773918
188.510939,122.731160
188.637968,122.688402
188.764996,121.191876
188.892025,121.149118
189.019054,117.771245
189.146083,117.771245
189.273112,117.771245
189.400141,117.771245
189.527170,117.771245
189.654199,117.771245
189.781228,117.771245
189.908257,117.771245
190.035286,117.771245
190.162315,117.771245
190.289344,117.771245
190.416373,117.771245
190.543402,117.771245
190.670430,117.771245
190.797459,118.455371
190.924488,118.455371
191.051517,118.840192
191.178546,118.840192
191.305575,118.840192
191.432604,118.840192
191.559633,118.840192
191.686662,118.840192
191.813691,118.840192
191.940720,118.840192
193.083980,122.218065
193.211009,122.218065
193.338038,122.218065
193.465067,122.218065
193.592096,122.218065
193.719125,122.218065
193.846154,122.218065
193.973183,122.218065
194.608327,122.303581
194.735356,122.303581
194.862385,122.389097
194.989414,122.389097
195.116443,122.560128
195.243472,122.560128
195.370501,122.560128
195.497530,122.560128
195.624559,122.560128
195.751588,122.560128
195.878617,122.560128
196.005646,122.560128
196.132675,122.560128
196.259704,122.517370
196.386733,122.474613
196.513761,122.431855
196.640790,120.764297
196.767819,120.764297
196.894848,120.764297
197.021877,120.764297
197.148906,120.764297
197.275935,120.721539
197.402964,120.593266
197.529993,120.550508
197.657022,118.369856
197.784051,118.327098
197.911080,118.198824
198.038109,118.198824
198.165138,118.198824
198.292167,118.156066
198.419195,116.574025
198.546224,116.531267
198.673253,116.317477
198.800282,116.274719
198.927311,115.975414
199.054340,115.975414
199.181369,115.975414
199.308398,115.975414
199.435427,115.975414
199.562456,115.932656
199.689485,113.923036
199.816514,113.923036
199.943543,113.923036
200.070572,113.923036
200.197601,113.923036
200.324629,113.923036
200.451658,117.386424
200.578687,117.429182
200.705716,117.429182
200.832745,117.514698
200.959774,118.840192
201.086803,118.840192
201.213832,121.063602
201.340861,121.106360
201.467890,122.004276
201.594919,122.047034
201.721948,122.047034
201.848977,122.132549
201.976006,123.030465
202.103035,123.073223
202.230064,123.543560
202.357092,125.510422
202.484121,125.510422
202.611150,125.510422
202.738179,125.510422
202.865208,125.510422
202.992237,125.510422
203.119266,126.536611
203.246295,126.536611
203.373324,126.536611
203.500353,126.536611
203.627382,127.733832
203.754411,127.733832
203.881440,127.733832
204.008469,127.733832
204.135498,127.904864
204.262526,127.904864
204.389555,128.588990
204.516584,128.588990
204.643613,129.016569
204.770642,129.016569
204.897671,129.016569
205.024700,129.016569
205.151729,129.016569
205.278758,129.016569
205.405787,129.016569
205.532816,129.016569
206.676076,129.144842
206.803105,129.144842
206.930134,129.144842
207.057163,129.144842
207.184192,129.144842
207.311221,129.144842
207.438250,129.144842
207.565279,129.144842
207.692308,128.332443
207.819337,128.332443
207.946366,128.332443
208.073394,128.332443
208.200423,125.510422
208.327452,123.287012
208.454481,123.287012
208.581510,123.287012
208.708539,123.287012
208.835568,123.287012
208.962597,123.287012
209.089626,123.287012
209.216655,123.287012
209.343684,122.517370
209.470713,122.517370
209.597742,122.517370
209.724771,122.517370
209.851800,120.892571
209.978829,120.892571
210.105857,118.840192
210.232886,118.840192
210.359915,118.840192
210.486944,118.840192
210.613973,118.840192
210.741002,118.840192
210.868031,118.840192
210.995060,118.840192
211.122089,117.557456
211.249118,117.557456
211.376147,117.557456
211.503176,117.557456
211.630205,117.557456
211.757234,117.557456
211.884263,117.557456
212.011291,117.557456
212.138320,117.557456
212.265349,117.557456
213.154552,118.840192
213.281581,118.840192
213.408610,118.840192
213.535639,118.840192
213.662668,118.840192
213.789697,118.840192
213.916725,118.840192
214.043754,118.840192
214.170783,113.623731
214.297812,113.623731
214.424841,113.623731
214.551870,113.623731
214.932957,122.517370
215.059986,122.517370
215.187015,122.773918
215.314044,122.773918
215.441073,122.773918
215.568102,122.773918
215.695131,122.773918
215.822159,122.773918
215.949188,122.773918
216.076217,122.773918
216.203246,122.773918
216.330275,122.773918
216.457304,122.431855
216.584333,122.431855
216.711362,121.918760
216.838391,121.918760
216.965420,118.840192
217.092449,118.840192
217.219478,118.840192
217.346507,118.840192
217.473536,118.840192
217.600565,118.840192
217.727594,118.840192
217.854622,118.840192
219.760056,118.583645
219.887085,118.583645
220.014114,118.583645
220.141143,118.583645
220.268172,118.583645
220.395201,118.583645
220.522230,118.583645
220.649259,118.583645
220.776288,118.583645
220.903317,118.583645
221.030346,118.583645
221.157375,118.583645
221.284404,118.583645
221.411433,118.583645
222.046577,118.754677
222.173606,118.754677
222.300635,118.754677
222.427664,118.754677
222.554693,118.754677
222.681722,118.754677
222.808751,118.754677
222.935780,118.754677
223.062809,118.412614
223.189838,118.412614
223.316867,118.412614
223.443896,118.412614
223.570924,118.412614
223.697953,118.412614
223.824982,116.787814
223.952011,116.787814
224.079040,116.531267
224.206069,116.531267
224.333098,116.531267
224.460127,116.531267
224.587156,116.103688
224.714185,116.103688
224.841214,113.923036
224.968243,113.923036
225.095272,113.923036
225.222301,113.923036
225.349330,113.923036
225.476359,113.923036
225.603387,113.880278
225.730416,113.880278
231.954834,118.840192
232.081863,118.840192
232.208892,118.840192
232.335921,118.840192
232.462950,118.840192
232.589979,118.840192
232.717008,118.840192
232.844037,118.840192
233.860268,118.583645
233.987297,118.583645
234.114326,118.583645
234.241355,118.583645
234.368384,118.583645
234.495413,118.583645
234.622442,118.583645
236.146789,118.241582
236.273818,118.241582
236.400847,118.241582
236.527876,118.241582
236.654905,118.241582
236.781934,118.241582
236.908963,118.241582
237.035992,118.241582
237.163020,118.241582
239.068454,113.923036
239.195483,113.923036
239.322512,113.923036
239.449541,113.923036
239.576570,113.923036
239.703599,113.923036
239.830628,113.923036
239.957657,113.923036
240.084686,117.642972
240.211715,117.642972
240.338744,118.840192
240.465773,118.840192
240.592802,118.840192
240.719831,118.840192
240.846860,118.840192
240.973888,118.840192
241.100917,122.004276
241.227946,122.004276
241.354975,122.004276
241.482004,122.004276
241.609033,122.004276
241.736062,122.004276
241.863091,122.004276
241.990120,122.004276
242.117149,122.004276
242.244178,122.004276
242.371207,122.004276
242.498236,121.961518
242.879323,118.840192
243.006351,118.840192
243.133380,121.704971
243.260409,121.747728
243.387438,123.885623
243.514467,123.885623
243.641496,123.885623
243.768525,123.885623
243.895554,123.885623
244.022583,123.885623
244.149612,123.885623
244.276641,132.736505
244.403670,132.736505
244.530699,132.822020
244.657728,132.822020
244.784757,132.822020
244.911785,132.822020
245.038814,132.822020
245.165843,132.822020
245.292872,132.822020
245.419901,132.822020
245.546930,132.822020
245.673959,132.822020
245.800988,132.608231
245.928017,132.565473
246.309104,120.593266
247.833451,120.892571
247.960480,121.876002
248.087509,121.918760
248.214538,121.918760
248.341567,121.918760
248.468596,121.918760
248.595625,121.918760
248.722653,122.645644
248.849682,122.688402
248.976711,123.671833
249.103740,123.671833
249.230769,123.671833
249.357798,123.671833
249.484827,123.671833
249.611856,123.800107
249.738885,123.842865
249.865914,123.842865
249.992943,123.842865
250.119972,123.842865
250.247001,123.842865
250.374030,123.842865
250.501059,123.842865
250.628088,123.842865
251.009174,126.151790
251.136203,126.151790
251.263232,126.151790
251.390261,126.151790
251.517290,126.151790
251.644319,126.151790
251.771348,126.151790
251.898377,126.151790
252.279464,118.455371
252.406493,118.455371
252.533522,118.455371
252.660550,118.455371
252.787579,118.455371
252.914608,118.455371
253.041637,118.455371
253.168666,118.455371
255.582216,118.797435
255.709245,118.797435
255.836274,118.840192
255.963303,118.840192
256.090332,118.840192
256.217361,118.840192
256.344390,118.840192
256.471418,118.840192
256.598447,118.840192
256.725476,118.840192
256.852505,118.840192
256.979534,118.840192
257.106563,118.840192
257.233592,118.840192
257.614679,106.910743
257.741708,106.910743
257.868737,106.910743
257.995766,106.910743
258.122795,106.910743
258.249824,106.910743
258.376853,106.910743
258.503881,106.910743
258.630910,100.112239
258.757939,100.069482
293.182781,106.696954
293.309809,106.739711
293.436838,106.739711
293.563867,106.739711
293.690896,106.739711
293.817925,106.739711
293.944954,106.739711
294.071983,106.739711
295.469301,107.124532
295.596330,107.124532
295.723359,107.124532
295.850388,107.124532
295.977417,107.124532
296.104446,107.124532
296.231475,107.124532
296.358504,107.124532
299.788285,116.616782
299.915314,116.616782
300.042343,116.616782
300.169372,116.616782
300.296401,117.471940
300.423430,117.471940
300.550459,117.642972
300.677488,117.642972
300.804517,118.583645
300.931546,118.583645
301.058574,118.583645
301.185603,118.583645
301.312632,118.669161
301.439661,118.669161
301.566690,118.669161
301.693719,118.669161
301.820748,118.669161
301.947777,118.669161
302.074806,118.669161
302.201835,118.669161
302.582922,116.873330
302.709951,116.873330
302.836980,116.873330
302.964008,116.873330
303.091037,116.873330
303.218066,116.873330
303.345095,116.873330
303.472124,116.873330
303.599153,118.669161
303.726182,118.669161
303.853211,118.669161
303.980240,118.669161
